Distance,TimeMs,Speed,Throttle,Brake,Steer,nGear
603.484375,14611,163,60.00000238418579,0.0,-0.0,0
604.99609375,14644,163,60.39215922355652,0.0,0.009978813119232655,0
606.5234375,14677,164,60.784316062927246,0.0,0.024395959451794624,0
608.0546875,14710,165,60.784316062927246,0.0,0.04243715479969978,0
609.61328125,14743,165,60.784316062927246,0.0,0.0627206414937973,0
611.15625,14777,166,60.784316062927246,0.0,0.07590731233358383,0
612.71484375,14811,166,61.176472902297974,0.0,0.046546779572963715,0
614.24609375,14844,167,61.176472902297974,0.0,0.019424540922045708,0
615.7578125,14877,168,61.176472902297974,0.0,0.001399027300067246,0
617.26953125,14909,168,61.176472902297974,0.0,-0.0,0
618.78515625,14941,169,61.176472902297974,0.0,-0.0,0
620.28515625,14974,169,61.176472902297974,0.0,-0.0,0
621.80078125,15005,170,61.5686297416687,0.0,-0.0,0
623.3046875,15037,170,61.5686297416687,0.0,0.012334692291915417,0
624.8359375,15069,171,61.96078658103943,0.0,0.027375781908631325,0
626.37109375,15101,172,62.352943420410156,0.0,0.04731300100684166,0
